x,y,z
5102,-16,-187
5095,-11,-110
5098,-6,-34
7803,-2,63
7838,4,181
8227,12,313
5100,12,-208
5102,17,-132
5095,21,-56
5615,29,22
7808,48,147
8540,60,289
5106,41,-231
5068,45,-153
5065,50,-77
5008,54,-1
5017,58,73
5005,63,148
5067,68,-251
5069,73,-175
5072,77,-99
7840,126,-36
5025,85,51
5031,90,127
5824,110,-315
7828,155,-306
7824,161,-189
7798,168,-71
5053,113,29
5018,117,104
7827,190,-460
7934,199,-347
8360,217,-240
8519,229,-116
5140,142,6
5025,143,82
7570,223,-480
7737,235,-374
7727,241,-257
7733,247,-141
5145,169,-16
5089,172,59
7327,254,-500
8026,285,-427
8918,324,-339
10672,397,-245
10638,405,-84
5020,195,35
7061,281,-516
7786,316,-451
8939,370,-383
10471,442,-291
10625,458,-134
5077,223,11
6815,305,-532
7617,348,-479
8380,389,-400
5771,272,-188
5789,278,-101
10664,522,-26
6431,320,-535
7339,371,-498
8265,424,-436
8889,464,-334
5695,302,-128
5978,322,-44
5902,323,-521
7082,393,-517
7919,445,-458
8846,504,-377
5651,327,-155
5968,350,-73
6096,363,-570
6362,383,-498
7603,464,-479
8411,519,-402
5643,353,-184
6002,381,-105
5973,384,-591
6113,397,-511
7323,481,-500
8228,547,-436
5580,375,-211
5949,405,-135
5772,398,-603
5458,380,-485
6785,477,-499
7808,555,-455
5395,388,-232
5328,387,-148
5200,382,-571
5210,387,-492
5165,387,-408
5151,390,-328
5149,393,-249
5148,397,-171
