x,y,z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4495,-1620,-311
0,0,0
0,0,0
0,0,0
0,0,0
4522,-1659,-384
4566,-1681,-313
0,0,0
0,0,0
0,0,0
4567,-1705,-459
4637,-1737,-390
4591,-1727,-311
0,0,0
0,0,0
4573,-1738,-532
4636,-1767,-463
4661,-1783,-388
4572,-1756,-306
0,0,0
4581,-1773,-606
4640,-1800,-536
3877,-1508,-383
3877,-1513,-319
3886,-1522,-256
4562,-1797,-677
4568,-1803,-601
4636,-1834,-532
4157,-1649,-407
3840,-1529,-312
4084,-1632,-264
4585,-1842,-676
4594,-1849,-600
4634,-1869,-527
3899,-1578,-378
3794,-1540,-304
4539,-1849,-288
4568,-1871,-669
4621,-1896,-598
4625,-1902,-521
3790,-1563,-363
3756,-1554,-296
4583,-1904,-285
4573,-1909,-665
4654,-1946,-597
4609,-1932,-513
3723,-1564,-351
0,0,0
0,0,0
0,0,0
4630,-1972,-589
0,0,0
0,0,0
0,0,0
0,0,0
