x,y,z
10509,188,1633
10502,202,1815
10473,216,1995
10455,231,2178
10450,246,2365
9629,241,2355
10503,211,1703
10482,226,1882
10470,241,2065
10457,256,2250
10293,268,2402
9331,258,2349
10496,236,1772
10482,251,1954
10464,267,2137
10462,283,2324
9878,283,2374
8928,271,2311
10480,262,1840
10477,278,2024
10460,294,2208
10449,311,2395
9461,298,2341
8595,285,2286
10476,289,1911
10474,306,2095
10459,323,2279
10125,329,2390
9190,315,2338
8302,299,2267
10466,317,1978
10472,334,2165
10459,352,2350
9731,344,2363
8803,328,2301
8017,313,2246
10468,346,2048
10463,364,2234
10395,380,2406
9379,360,2342
8492,342,2279
7742,326,2223
10466,377,2117
10464,395,2304
10000,396,2383
9047,375,2322
8199,356,2257
7502,341,2207
10460,408,2185
10473,427,2375
9601,410,2352
8709,389,2294
8091,378,2283
7318,357,2204
10448,440,2251
10289,453,2402
9315,428,2345
8412,404,2274
7792,390,2252
7095,370,2187
10446,473,2319
9894,468,2375
8955,441,2314
8180,420,2266
7483,400,2214
6906,385,2176
10437,507,2385
9482,480,2339
8638,456,2290
7868,432,2233
7260,415,2198
6720,399,2165
10168,530,2390
9240,500,2340
8365,471,2273
7623,446,2215
7053,429,2184
6529,412,2149
9794,545,2365
8888,513,2308
8128,487,2262
7440,463,2211
6866,443,2173
6428,431,2160
9450,560,2343
8587,527,2286
7852,500,2236
7231,477,2197
6691,458,2162
6231,442,2136
9199,579,2338
8327,543,2270
7596,513,2213
7023,491,2180
6504,471,2146
6073,456,2124
