x,y,z
2019,138,-840
2108,146,-835
2209,154,-832
2310,163,-826
2417,172,-819
2530,182,-811
1985,133,-842
2082,141,-842
2178,149,-837
2264,156,-827
2371,165,-821
2485,175,-815
1951,128,-844
2046,135,-843
2139,143,-839
2229,151,-831
2325,159,-822
2443,169,-819
1924,123,-848
2017,130,-847
2097,137,-839
2199,145,-836
2291,153,-827
2395,161,-820
1894,118,-850
1977,124,-847
2065,131,-842
2156,139,-836
2247,146,-828
2356,155,-824
1857,112,-849
1955,119,-853
2027,125,-842
2127,133,-841
2211,140,-831
2317,148,-827
1834,107,-854
1929,114,-857
2000,120,-847
2087,126,-841
2178,133,-835
2275,141,-829
0,0,0
1893,108,-856
1965,114,-847
2055,120,-844
2139,127,-836
2238,134,-831
0,0,0
1863,103,-857
1944,108,-853
2022,114,-845
2105,121,-838
2199,127,-832
0,0,0
0,0,0
1914,103,-855
1988,108,-846
2074,114,-841
2167,121,-835
0,0,0
0,0,0
1881,97,-854
1958,102,-848
2039,108,-841
2137,115,-839
0,0,0
0,0,0
1856,91,-857
1936,96,-852
2010,102,-844
2098,108,-839
0,0,0
0,0,0
1830,85,-859
1903,90,-852
1987,96,-848
2077,101,-844
0,0,0
0,0,0
0,0,0
1876,84,-854
1959,89,-850
2036,94,-842
0,0,0
0,0,0
0,0,0
1859,78,-860
1931,83,-852
2014,88,-847
0,0,0
0,0,0
0,0,0
1829,72,-859
1903,77,-853
1984,81,-848
