x,y,z
10517,1605,1953
10512,1629,2129
10494,1650,2304
10069,1608,2386
9157,1486,2330
2668,439,726
10510,1665,2000
10512,1690,2178
10519,1716,2359
2674,443,646
2588,435,670
2561,437,709
2645,434,515
2581,430,546
2597,439,594
2615,449,644
8681,1513,2290
7974,1412,2246
2582,439,514
2634,455,569
10259,1797,2394
9320,1657,2337
8477,1530,2275
7787,1428,2230
10505,1852,2139
10496,1876,2315
10020,1817,2383
9082,1672,2319
8292,1549,2264
7626,1447,2219
10508,1917,2184
10504,1943,2362
9761,1831,2364
8868,1688,2303
8119,1568,2253
7475,1466,2209
10504,1981,2228
10475,2003,2401
9508,1844,2344
8669,1705,2290
7945,1586,2240
7334,1487,2201
10507,2048,2272
10273,2029,2397
9339,1871,2342
8480,1723,2276
7786,1605,2229
7196,1506,2191
10506,2115,2315
10016,2043,2379
9127,1888,2327
8300,1741,2263
7645,1627,2221
7057,1524,2179
10504,2181,2356
9787,2059,2363
8909,1900,2307
8144,1761,2253
7499,1645,2210
6941,1546,2173
10498,2248,2396
9541,2069,2342
8719,1917,2293
7998,1782,2245
7375,1668,2205
6828,1567,2167
10337,2282,2399
9377,2096,2338
8537,1934,2279
7848,1802,2235
7248,1688,2196
6726,1590,2163
10095,2295,2381
9206,2120,2331
8380,1955,2269
7701,1821,2224
7122,1708,2186
6621,1611,2155
9882,2312,2366
8994,2131,2311
8144,1955,2236
7584,1845,2218
7007,1728,2178
6520,1632,2149
9663,2326,2349
8826,2152,2299
8081,1995,2249
7456,1866,2209
6895,1749,2170
6429,1655,2144
9502,2352,2343
8669,2172,2289
7960,2021,2244
7338,1887,2201
6795,1772,2164
6333,1675,2136
