x,y,z
4054,-522,1992
3858,-506,1983
3671,-490,1973
3481,-474,1956
3306,-459,1942
3150,-447,1934
4103,-508,1996
3905,-492,1987
3704,-476,1972
3524,-461,1961
3347,-447,1946
3188,-436,1938
4149,-494,1997
3949,-478,1989
3745,-462,1973
3564,-448,1963
3390,-436,1951
3225,-424,1940
4202,-479,2000
3993,-464,1989
3792,-449,1976
3610,-436,1967
3429,-423,1953
3265,-412,1943
4257,-465,2005
4045,-450,1994
3846,-436,1983
3648,-422,1966
3473,-411,1956
3304,-400,1945
4316,-451,2009
4098,-436,1997
3895,-423,1985
3697,-410,1970
3518,-399,1960
3348,-388,1949
4375,-437,2013
4150,-422,1999
3942,-409,1986
3753,-398,1977
3564,-386,1963
3392,-376,1952
4441,-423,2019
4207,-408,2002
3995,-396,1989
3801,-385,1979
3610,-374,1965
3438,-364,1956
4507,-408,2024
4269,-395,2007
4046,-382,1990
3851,-371,1981
3657,-361,1967
3489,-353,1961
4571,-394,2026
4334,-381,2012
4109,-369,1996
3905,-358,1984
3714,-349,1973
3537,-340,1963
4648,-379,2034
4404,-367,2018
4167,-355,1999
3955,-345,1984
3770,-337,1978
3582,-328,1964
4716,-364,2036
4475,-353,2024
4233,-342,2004
4021,-332,1992
3817,-323,1977
3636,-316,1968
4791,-349,2040
4542,-338,2026
4301,-328,2009
4075,-318,1992
3881,-311,1983
3691,-303,1972
4868,-334,2044
4618,-324,2032
4374,-315,2015
4142,-305,1997
3940,-298,1986
3751,-291,1977
4955,-319,2050
4697,-310,2037
4447,-300,2020
4212,-292,2003
3998,-285,1988
3804,-278,1977
5044,-304,2056
4779,-295,2042
4520,-286,2024
4286,-279,2009
4065,-272,1993
3863,-266,1980
