x,y,z
2112,-132,-833
2212,-135,-832
2306,-137,-825
2410,-140,-819
2523,-144,-813
2633,-147,-803
2082,-138,-837
2179,-141,-834
2271,-144,-827
2375,-147,-822
2481,-151,-816
2587,-154,-805
2049,-144,-838
2142,-147,-835
2237,-151,-830
2335,-154,-824
2441,-158,-818
2552,-162,-811
2025,-151,-842
2106,-154,-836
2209,-158,-835
2298,-161,-826
2395,-165,-818
2508,-169,-812
1992,-157,-843
2082,-161,-841
2167,-164,-833
2264,-168,-829
2362,-172,-822
2471,-176,-816
1965,-164,-845
2057,-168,-844
2140,-171,-837
2230,-175,-831
2329,-179,-825
2431,-184,-818
1932,-169,-844
2024,-174,-845
2096,-177,-834
2196,-182,-832
2289,-186,-826
2392,-191,-820
1908,-176,-847
1998,-181,-847
2080,-185,-841
2164,-189,-835
2257,-193,-828
2359,-199,-823
1885,-183,-850
1970,-187,-849
2049,-191,-842
2135,-196,-837
2224,-200,-830
2325,-206,-825
1862,-189,-852
1945,-194,-851
2018,-198,-843
2109,-203,-840
2193,-207,-832
2291,-213,-827
1841,-196,-855
1924,-201,-854
1995,-205,-846
2078,-210,-841
2169,-215,-836
2261,-221,-830
1819,-203,-858
1895,-207,-854
1970,-212,-848
2051,-217,-843
2135,-222,-836
2229,-228,-831
1788,-208,-855
1876,-214,-858
1947,-219,-851
2018,-223,-841
2110,-229,-839
2199,-235,-833
0,0,0
1852,-221,-859
1918,-225,-850
2002,-231,-847
2084,-236,-841
2171,-242,-834
0,0,0
0,0,0
1906,-233,-856
1976,-238,-848
2057,-243,-842
2149,-251,-838
0,0,0
0,0,0
1878,-239,-855
1952,-244,-849
2022,-249,-839
2120,-257,-839
