x,y,z
1079,-222,-515
1773,-360,-809
1949,-391,-849
2032,-403,-845
2112,-414,-837
2205,-428,-832
1773,-376,-856
1841,-385,-850
1890,-390,-833
2007,-410,-844
2090,-422,-839
2179,-435,-833
1760,-384,-859
1833,-395,-855
1742,-371,-777
1997,-420,-850
2074,-431,-842
2160,-444,-835
1742,-391,-859
1814,-402,-856
1703,-373,-768
1970,-426,-848
2050,-438,-842
2137,-452,-836
1722,-398,-859
1806,-412,-861
1666,-375,-759
1960,-436,-853
2034,-447,-844
2120,-461,-839
1705,-405,-859
0,0,0
0,0,0
1940,-443,-853
2011,-455,-843
2098,-469,-839
1693,-413,-862
1772,-427,-863
1643,-390,-764
1914,-450,-850
1987,-462,-842
2084,-479,-842
1678,-421,-863
1758,-435,-864
1652,-403,-776
1892,-456,-849
1977,-471,-846
2068,-488,-844
0,0,0
0,0,0
0,0,0
1129,-279,-511
1965,-481,-850
2051,-497,-845
0,0,0
0,0,0
0,0,0
1650,-419,-755
1954,-490,-853
2032,-505,-846
0,0,0
0,0,0
0,0,0
1601,-417,-739
1944,-500,-856
2017,-514,-847
0,0,0
0,0,0
1691,-457,-824
1555,-415,-724
1931,-509,-858
2003,-522,-849
0,0,0
0,0,0
1714,-474,-843
1521,-415,-714
1915,-517,-858
1979,-529,-846
0,0,0
0,0,0
1726,-488,-855
1500,-419,-710
1896,-524,-856
1968,-538,-848
0,0,0
0,0,0
1726,-500,-862
0,0,0
1883,-532,-857
1959,-548,-850
0,0,0
0,0,0
1713,-507,-862
0,0,0
1864,-539,-855
1946,-556,-851
