x,y,z
10557,1107,1301
10559,1101,1467
10543,1093,1633
10526,1085,1800
10547,1082,1975
10501,1071,2138
10559,1081,1231
10562,1074,1397
10545,1066,1562
10539,1059,1730
10498,1049,1892
10485,1043,2061
10568,1054,1162
10565,1047,1327
10556,1039,1493
10537,1031,1658
10518,1023,1824
10508,1017,1992
10572,1026,1094
10568,1018,1258
10558,1010,1422
10544,1002,1587
10526,995,1753
10497,986,1917
10598,998,1028
10577,989,1190
10562,981,1353
10543,973,1518
10528,965,1683
10509,957,1847
5001,456,452
10579,958,1121
10556,949,1283
10535,941,1447
10530,934,1612
10512,926,1777
5001,441,420
10560,924,1051
10558,917,1215
10544,909,1378
10538,902,1543
10522,895,1708
5001,426,389
5005,423,466
10569,886,1149
10543,877,1311
10533,869,1474
10522,862,1639
5002,410,358
5009,407,435
10552,850,1079
10540,842,1241
10541,835,1406
10524,828,1569
5005,394,327
5010,390,404
10609,820,1019
10548,808,1176
10542,801,1339
10532,793,1502
5010,377,296
5012,373,373
5010,370,450
10556,773,1111
10543,765,1273
10535,758,1436
5015,360,266
5016,357,343
5007,352,419
10543,735,1044
10547,729,1208
10523,720,1368
5018,343,236
5020,339,313
5010,335,389
5011,331,465
10554,691,1143
10534,683,1303
5023,324,207
5017,320,282
5007,316,358
5006,312,434
10541,651,1076
10537,643,1237
5022,305,177
5021,302,253
5011,297,328
5014,294,405
5020,291,482
10557,605,1176
5017,286,147
5024,283,224
5015,278,299
5012,274,375
5011,271,451
10562,564,1113
