x,y,z
1719,579,-868
1794,598,-861
1876,619,-855
1971,645,-853
2061,668,-845
2160,695,-839
1694,573,-869
1775,594,-866
1855,614,-859
1930,633,-849
2030,660,-847
2128,687,-841
0,0,0
0,0,0
1825,606,-859
1913,629,-856
1998,651,-848
2097,678,-843
0,0,0
0,0,0
1805,601,-864
1886,621,-857
1974,644,-851
2070,670,-846
0,0,0
0,0,0
1780,594,-865
1867,616,-862
1939,634,-850
2039,661,-848
0,0,0
0,0,0
1756,587,-866
1837,607,-861
1919,628,-854
2013,653,-850
0,0,0
0,0,0
1737,581,-869
1814,600,-864
1890,619,-854
1984,644,-851
0,0,0
0,0,0
1711,573,-869
1793,594,-866
1867,612,-857
1958,636,-853
0,0,0
0,0,0
0,0,0
1762,584,-863
1842,604,-858
1929,626,-853
0,0,0
0,0,0
0,0,0
1748,579,-869
1826,598,-862
1909,619,-857
0,0,0
0,0,0
0,0,0
1723,571,-868
1799,589,-862
1885,611,-858
0,0,0
0,0,0
0,0,0
0,0,0
1783,583,-865
1862,603,-859
0,0,0
0,0,0
0,0,0
0,0,0
1768,578,-869
1843,596,-861
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1819,587,-861
0,0,0
0,0,0
0,0,0
0,0,0
1723,561,-868
1800,579,-863
0,0,0
0,0,0
0,0,0
0,0,0
1706,554,-870
0,0,0
