x,y,z
8075,659,-455
5260,434,-215
5272,439,-133
5259,443,-51
5271,448,29
5039,433,106
7957,703,-466
5258,469,-226
5271,474,-145
5254,477,-63
5313,488,18
5041,467,95
5195,494,-316
5241,503,-238
5278,510,-157
5254,512,-75
5109,503,5
5046,501,83
7626,777,-483
5237,537,-250
5243,542,-169
5237,546,-87
3929,412,-4
5055,535,71
5049,548,-333
4133,452,-208
4084,449,-142
3518,390,-67
3823,427,-14
5019,565,58
3568,411,-245
3555,412,-188
3553,414,-133
3414,401,-74
3711,438,-23
4238,504,38
3523,429,-251
3566,437,-199
3548,437,-142
3304,409,-81
3701,461,-33
3947,495,25
3414,439,-253
3407,440,-200
3396,440,-146
3211,419,-88
3676,482,-43
3715,490,13
3315,448,-256
3311,449,-204
3299,449,-151
3117,427,-94
5145,708,-76
5455,755,3
3170,449,-255
3168,450,-205
3167,452,-155
3030,434,-101
5201,749,-92
5314,769,-12
3170,469,-265
3174,472,-215
3161,471,-165
2945,441,-107
5199,782,-109
5226,790,-28
3127,483,-272
3117,483,-222
3117,485,-173
2869,448,-114
5213,818,-126
5230,824,-45
2687,433,-243
2696,435,-201
2692,436,-158
2638,429,-114
2629,429,-72
2625,430,-31
2624,440,-247
2630,441,-206
2635,444,-164
2701,456,-126
2696,457,-83
2724,463,-41
2760,480,-270
2764,481,-226
2763,483,-182
2754,482,-138
2813,494,-97
2837,500,-53
2722,491,-277
2725,492,-233
2726,493,-190
2709,491,-146
2718,494,-103
2837,517,-63
