x,y,z
7950,339,-435
9186,382,-357
10535,427,-242
10621,419,-75
5018,193,44
5037,188,124
8222,296,-433
8134,285,-299
7774,264,-162
7732,254,-37
5056,161,55
5023,155,135
8040,237,-406
7769,220,-268
8560,234,-159
8080,212,-21
5025,126,67
5017,121,147
7825,179,-377
7818,171,-251
7816,163,-126
5182,102,-1
5034,94,79
5022,88,159
5121,83,-234
5070,77,-150
5035,71,-69
5005,65,11
5025,60,92
5033,55,173
5078,50,-219
5095,44,-138
5105,39,-56
5424,36,26
7876,44,165
8474,38,314
5109,17,-207
5109,12,-125
5095,6,-42
7795,2,59
7912,-6,188
8111,-15,323
5102,-14,-193
5098,-20,-110
5108,-25,-28
5330,-32,55
8042,-57,214
8014,-66,343
5097,-47,-178
5092,-52,-96
5302,-60,-14
7469,-93,100
8038,-109,238
10568,-155,484
5098,-79,-163
5098,-84,-81
5327,-94,1
7742,-145,127
10571,-210,346
10561,-222,517
5089,-111,-147
5095,-116,-65
10680,-256,36
10585,-265,208
10574,-276,380
10581,-288,553
5094,-143,-131
5089,-148,-49
10192,-307,67
10367,-324,237
10602,-343,416
10598,-354,589
5092,-174,-115
5094,-179,-32
10169,-370,101
10565,-396,278
10790,-416,460
10675,-423,631
5084,-205,-98
5356,-221,-16
10170,-432,136
10941,-476,325
10681,-477,493
10655,-487,667
5077,-235,-80
10203,-484,4
10165,-493,171
10983,-545,366
10708,-543,533
10889,-565,722
5081,-266,-62
10162,-543,41
10186,-555,209
10582,-589,391
10572,-600,566
10587,-613,743
